country,country_code,year,Tertiary_Enrollment_Gross,Region,Cluster,Index,Infrastructure,Affordability,Consumer Readiness,Content and Services,Network coverage,Network performance,Spectrum,Mobile data affordability,Handset affordability,Taxation,Mobile Ownership,Basic Skills,Gender Equality,Local Relevance,Online Security,2G Population Coverage,3G Population Coverage,4G Population Coverage,5G Population Coverage,Mobile download speeds,Mobile upload speeds,Mobile latencies,Spectrum assigned in bands below 1GHz,Spectrum assigned in bands between 1-3GHz,Spectrum assigned in bands between 3-6GHz,Spectrum assigned in mmWave bands,Affordability of entry basket (1GB),Affordability of higher basket (5GB),Affordability of entry basket (1GB) for poorest 40%,Affordability of higher basket (5GB) for poorest 40%,Device affordability,Device affordability for poorest 40%,Cost of taxes on mobile data,Cost of taxes on handsets,Cost of sector specific taxes on mobile data,Mobile ownership,Literacy,School Life Expectancy,Gender gap in mobile ownership,Gender gap in mobile internet,Top-Level Domains (TLDs) per person,E-Government Score,Mobile Social Media Penetration,Locally developed apps per person,Digital Language Support,Language accessibility of top ranked apps,Cybersecurity Index,Internet_Use_Share,gov_exp_pct_gdp,lit_rate_adult_pct,pri_comp_rate_pct,pupil_teacher_primary,pupil_teacher_secondary,school_enrol_primary_pct,school_enrol_secondary_pct,school_enrol_tertiary_pct,happiness_rank,happiness_score
Albania,ALB,2016,58.4884791901189,Europe & Central Asia,Transitioner,58.5206176441634,59.7536888513712,60.1598962605908,71.8317720845553,45.4200098463033,88.252,37.0493649855708,48.1657142857143,56.3855226267806,55.1253291358075,77.7777777777778,73.76,85.3123913524801,56.4229249011858,49.8250123078791,27.8,100.0,97.0,73.63,,15.0762266226427,22.6518147435236,73.420053590546,33.1428571428571,70.7,,,67.9794316692628,58.907705825798,53.8619520747291,44.7930009373327,62.7707942837263,47.4798639878888,66.6666666666667,66.6666666666667,100.0,73.76,98.8162307739258,71.8085519310345,67.3913043478261,45.4545454545455,58.6841801621558,59.42,45.1356134224982,75.9488748157412,39.6463931390004,0.0,27.8,59.6,3.962090015,,99.5973587,18.19844,12.22137,105.3247833,99.17076111,58.48847961,109.0,4.655
Albania,ALB,2017,58.0177836674929,Europe & Central Asia,Transitioner,61.4177475946864,65.2647882025884,61.8679427729435,74.37607960057,47.3802829863053,94.644,44.4351133636139,48.1657142857143,58.8751626990059,56.9058053444641,77.7777777777778,77.06,83.7164601455836,62.3517786561265,51.3753537328817,31.4,99.8,97.0,89.71,,20.5957180235335,32.5465629530863,80.1630591142219,33.1428571428571,70.7,,,71.5129530819096,59.9580474354801,57.7864642850262,46.2431859936077,64.3346886254783,49.4769220634499,66.6666666666667,66.6666666666667,100.0,77.06,98.8162307739258,68.6166895172414,56.5217391304348,68.1818181818182,60.309321808478,66.515,45.1673694246094,78.4961842923205,39.6463931390004,0.0,31.4,62.4,3.611720085,98.81623077,106.4496918,17.94478,11.60265,105.4149704,97.57437134,58.0177803,109.0,4.64400005340576
Albania,ALB,2018,56.0802964109938,Europe & Central Asia,Advanced,65.6288209546263,71.8395230546191,59.9247018326754,79.6194109522206,54.1240299755975,97.412,58.1039504936905,48.1657142857143,50.6943582174852,60.2285074753144,77.7777777777778,79.91,82.9325521724138,76.015680684248,51.8800374694969,63.1,99.86,97.6,96.0,,38.5388045424778,51.1752467224605,84.5978002161331,33.1428571428571,70.7,,,58.9049801970746,55.0254667480671,46.3022252567814,42.5447606680178,66.9888899353411,53.4681250152877,66.6666666666667,66.6666666666667,100.0,79.91,98.1,67.7651043448276,78.2608695652174,73.7704918032787,60.066110066176,73.61,45.2103463529857,77.6723377893224,39.6463931390004,0.0,63.1,65.4,3.152944803,,102.8941803,17.57287,11.19927,104.5680237,98.8223877,56.08029938,112.0,4.586
Albania,ALB,2019,61.4085141527142,Europe & Central Asia,Advanced,68.9228372295786,78.4886759031275,64.7745885918459,80.1383027512344,55.3860995351337,98.612,67.8125469006758,59.5942857142857,62.1663347974587,60.8812477932671,77.7777777777778,82.3,82.1804484482759,75.9344598054275,53.3051244189172,63.71,99.86,98.5,98.1,,51.7118892238696,65.8348546075864,85.8908968705715,52.1904761904762,70.7,,,76.553081745384,59.7171444885782,64.6155251063393,47.7795878495335,67.347424306083,54.4150712804512,66.6666666666667,66.6666666666667,100.0,82.3,98.1,66.2608968965517,67.7419354838709,84.1269841269841,60.6404462863541,78.865,48.1611055872317,78.6451770819996,39.6463931390004,0.0,63.71,68.5504,3.916239977,,98.7175293,,,102.5895386,99.01515198,61.4085083,107.0,4.719
United Arab Emirates,ARE,2015,,Middle East & North Africa,Advanced,72.4577379393654,68.0983067427225,86.3138731947929,78.1401421085568,60.0133639685544,98.0,34.6552906663302,75.1809523809524,78.812880373294,86.9718026136884,100.0,71.37,70.8282041034483,92.2222222222222,64.416704960693,42.4,100.0,100.0,95.0,,23.6021949554937,29.4043474027362,50.9593296407606,80.8571428571429,66.6666666666667,,,99.5122223443208,68.7547689485401,88.8709917980478,58.113538402267,92.7358024929196,81.2078027344571,100.0,100.0,100.0,71.37,93.2,48.4564082068966,86.6666666666666,97.7777777777778,67.2768626145582,88.659,62.5308397076639,88.7946877897521,29.1258614956146,60.0515463917526,42.4,90.5,,,79.8213501,23.61794,,91.78270721,,,20.0,6.901
United Arab Emirates,ARE,2016,,Middle East & North Africa,Advanced,77.0298156728469,73.9768440573607,87.1248045834009,81.771629192848,66.8028770650339,99.2,48.1516339529256,75.1809523809524,77.9193457108161,89.8926657476861,100.0,74.63,71.7959986896552,98.8888888888889,71.1285963312924,49.5,100.0,100.0,98.0,,29.7397747166662,39.7154417459238,74.9996853961869,80.8571428571429,66.6666666666667,,,98.6192611092268,67.8618077134461,87.9768837081862,57.2194303124054,95.6572868399165,84.1280446554557,100.0,100.0,100.0,74.63,94.4,49.1919973793104,100.0,97.7777777777778,67.5099997576276,89.13,90.7955461462827,92.1929401717241,29.1258614956146,62.9072681704261,49.5,90.6,,,,24.52278,9.54885,88.74154663,79.02127075,,28.0,6.573
United Arab Emirates,ARE,2017,,Middle East & North Africa,Advanced,78.8848944561501,77.7391941491198,87.1310913521508,82.1377556533575,69.6016243343801,99.2,57.5575091823233,75.1809523809524,78.6074847380449,89.2202436423321,100.0,77.86,72.7637932758621,95.7894736842105,72.8520304179752,56.6,100.0,100.0,98.0,,40.2867024391955,50.9099037298122,81.4759213779623,80.8571428571429,66.6666666666667,,,99.3076203962478,68.5501670004671,88.6648024756227,57.907349079842,94.9851033493373,83.4553839353268,100.0,100.0,100.0,77.86,95.6,49.9275865517241,100.0,91.5789473684211,68.9551567103898,91.785,95.5599444785739,94.4008748689567,29.1258614956146,60.6516290726817,56.6,94.8199,,,,,,81.79920197,81.25235748,,21.0,6.64799976348877
United Arab Emirates,ARE,2018,53.2113281680102,Middle East & North Africa,Leader,81.4479787302555,80.2582258959613,85.6177032318671,86.5206317471264,74.0198896748695,99.592,63.463088549427,75.1809523809524,82.5903351776463,81.4539229020214,100.0,81.12,78.4418952413793,100.0,72.3498620935869,80.7,100.0,100.0,98.98,,47.7689428161388,59.1480157046011,83.4723071275412,80.8571428571429,66.6666666666667,,,99.9573686704896,75.8657731225017,89.3148972327908,65.223301684803,87.2185949307749,75.6892508732679,100.0,100.0,100.0,81.12,96.8,60.0837904827586,100.0,100.0,69.1647118259135,94.44,95.9032632502074,90.710473896199,29.1258614956146,59.25,80.7,98.45,,,,,,,,,20.0,6.774
United Arab Emirates,ARE,2019,53.8814655213653,Middle East & North Africa,Leader,82.9111393856791,83.3014123052128,82.8191038743282,89.2730052643678,76.7270475494461,99.76,70.9030545725558,75.1809523809524,63.1989547446418,93.8488049411789,100.0,84.39,83.4290157931034,100.0,73.5638094368076,89.38,100.0,100.0,99.4,,56.7092422811037,71.0461830484376,84.9537383881261,80.8571428571429,66.6666666666667,,,73.5514168557734,63.4889525526091,62.9089569366745,52.8464926335101,99.6134707306908,88.0841391516669,100.0,100.0,100.0,84.39,98.0,68.8580315862069,100.0,100.0,69.2492043069552,92.22,100.0,91.9737798701332,29.1258614956146,62.72040302267,89.38,99.15,3.860209942,98.0,84.04763794,,,90.93608856,82.35688782,56.56842041,21.0,6.825
Argentina,ARG,2015,83.75569332589,Latin America & Caribbean,Transitioner,61.171732616481,50.1453533975878,52.7828472147623,80.6802206425513,65.5711105756976,81.72,17.2910025415886,52.7047619047619,44.3366744975248,70.1217641944259,34.9973586899102,53.29,90.7114462413793,98.0392156862745,71.0805548862886,43.5333333333333,98.0,90.3,65.0,,8.70370639327231,14.3502130736199,28.8190881578737,68.9523809523809,28.3333333333333,,,60.9087391765604,47.0152474798543,41.6581015151953,27.7646098184891,80.5491929276654,59.6943354611865,46.1965134706815,0.0,58.7955625990491,53.29,99.2,82.2228924827586,96.078431372549,100.0,58.9606571403572,63.066,48.3173450088286,75.5571045013953,96.4777057555455,89.1139240506329,43.5333333333333,68.0431,5.776110172,,106.0531311,,,113.7781982,107.5490723,83.76258087,30.0,6.574
Argentina,ARG,2016,86.6743832906399,Latin America & Caribbean,Advanced,65.1725957348083,58.714014807934,53.6776727600175,82.3837466436782,69.4837228697817,87.8,31.9659894007874,54.0380952380952,50.3463422283101,66.3491603267787,34.9973586899102,55.93,91.2212399310345,100.0,75.3879869205604,45.8666666666667,98.0,95.0,75.5,,13.5401002968031,26.4955621569095,55.8623057486496,68.9523809523809,31.6666666666667,,,66.9839487769577,53.0904570802515,47.6022273763686,33.7087356796625,76.8475927520977,55.8507279014596,46.1965134706815,0.0,58.7955625990491,55.93,99.1,83.342479862069,100.0,100.0,59.2549933116064,71.014,61.557501922703,79.1427336129473,96.4777057555455,90.0,45.8666666666667,70.969,5.545489788,,106.5444489,,,112.9442673,109.6459427,86.61788177,26.0,6.65
Argentina,ARG,2017,89.3297346952415,Latin America & Caribbean,Advanced,68.2264886106993,65.4078776929961,55.9622577865638,83.2684193332706,71.0896661441215,91.6,42.4006466134426,59.0380952380952,55.4049910534942,67.0019740679603,34.9973586899102,58.25,92.1378650689655,99.4173929308463,76.8120826801518,48.2,98.0,95.0,85.0,,17.6425814831737,36.2128125237216,73.3465458334326,68.9523809523809,44.1666666666667,,,71.7828353899641,57.889343693258,52.9206384137305,39.0271467170243,77.2189974300868,56.7849507058337,46.1965134706815,0.0,58.7955625990491,58.25,99.05,85.225730137931,98.8347858616927,100.0,58.1377810328374,73.007,67.820970542504,81.6204560698723,96.4777057555455,87.0,48.2,74.2949,5.454319954,,101.58181,,,111.6814575,110.4124069,89.23294067,24.0,6.59899997711182
Argentina,ARG,2018,91.0846512732766,Latin America & Caribbean,Advanced,68.3039336344469,67.8880688752673,54.5710662247428,84.090655045977,69.8681480999176,92.8,47.4011245691207,59.0380952380952,57.8325891626234,60.7379335420908,35.7142857142857,60.21,92.061965137931,100.0,77.160185124897,40.7,98.0,95.0,88.0,,22.3728793302836,42.4932784546625,77.3372159224159,68.9523809523809,44.1666666666667,,,74.0577000870009,60.7279466146943,54.9372317105525,41.6074782382459,71.094853912667,50.3810131715146,46.8253968253968,0.0,60.3174603174603,60.21,99.0,85.1239302758621,100.0,100.0,58.2050850830049,75.0,69.5385988349189,80.0795359510156,96.4777057555455,88.0,40.7,77.7,4.877739906,,100.2818069,,,111.5456085,109.6969986,90.97283173,29.0,6.388
Argentina,ARG,2019,95.1928240640628,Latin America & Caribbean,Advanced,68.9723120276397,71.1047856643655,52.0323591968669,84.6443913908046,72.2650988466321,93.508,54.734916541866,59.0380952380952,61.0061284466863,51.217626688338,35.7142857142857,61.82,92.1131741724138,100.0,78.9788735582901,45.41,98.0,95.0,89.77,,30.137924144913,53.3458050443974,80.7210204362876,68.9523809523809,44.1666666666667,,,72.8518363724772,69.2125671486594,52.7996897447133,49.1604205208954,62.0792061117101,40.3560472649659,46.8253968253968,0.0,60.3174603174603,61.82,99.0,85.2263483448276,100.0,100.0,58.8755483313424,79.855,73.8013528658983,80.9372608386645,96.4777057555455,89.75,45.41,79.947,4.771649837,,100.3828964,,,111.3653183,110.4985275,95.0775528,47.0,6.086
Armenia,ARM,2015,48.7313687040259,Europe & Central Asia,Transitioner,54.3083334267039,50.4011557327747,47.5646953913696,76.921336766383,47.1730400132398,78.24,23.9819369509844,47.5619047619048,43.9577902909307,36.0650592986044,77.7777777777778,57.23,76.1314128965517,97.4025974025974,54.3996333498831,18.2666666666667,100.0,99.0,46.6,,8.0071243723667,11.1306052373379,52.8080812432487,52.3809523809524,40.3333333333333,,,54.5465910617995,46.0242348733292,41.8094001112747,33.4509351173194,42.875596666443,29.2545219307657,66.6666666666667,66.6666666666667,100.0,57.23,100.0,52.2628257931035,100.0,94.8051948051948,57.291970297689,52.0855,23.6751078871185,79.3459261948482,75.6170316590998,20.0507614213198,18.2666666666667,59.1008,2.80591011,,94.22637939,,,102.3826904,85.79370117,45.46743011,127.0,4.35
Armenia,ARM,2016,54.3432877365993,Europe & Central Asia,Transitioner,57.2582166946687,56.5700880818102,48.4789690012752,81.4971763296014,48.0915172932251,82.256,35.3882678235732,47.5619047619048,44.4918119215368,37.8167216927624,77.7777777777778,70.77,76.3189315862069,97.4025974025974,55.3810632831981,18.9333333333333,100.0,99.0,56.64,,12.2011359652877,17.2711933937421,76.6924741116898,52.3809523809524,40.3333333333333,,,56.2741807681613,46.1022014434514,42.8208462694709,32.7700192050637,45.0383204052224,30.5951229803023,66.6666666666667,66.6666666666667,100.0,70.77,100.0,52.6378631724138,100.0,94.8051948051948,59.2803637202269,42.754,29.7319333906752,80.9992382725549,75.6170316590998,19.7994987468672,18.9333333333333,64.346,2.75812006,100.0,105.0094223,,,103.0617065,,51.74600983,121.0,4.36
Armenia,ARM,2017,55.5065519523494,Europe & Central Asia,Transitioner,59.7680550237291,61.437522243301,49.602505149858,83.623620908046,50.0737620228558,85.588,44.2248532273002,47.5619047619048,47.4666026354316,37.6507713503246,77.7777777777778,73.76,77.1108627241379,100.0,57.6922025285697,19.6,100.0,99.0,64.97,,17.5333458683417,28.9396483284017,86.2015654851571,52.3809523809524,40.3333333333333,,,59.602407432915,47.9772873089836,46.882386399662,35.4043294001658,44.4611235509342,30.8404191497149,66.6666666666667,66.6666666666667,100.0,73.76,100.0,54.2217254482759,100.0,100.0,59.1454537231746,49.502,34.8071892667285,82.2355760890839,75.6170316590998,23.8095238095238,19.6,64.7449,2.707590103,100.0,102.7634277,,,101.619812,,53.59075928,121.0,4.37599992752075
Armenia,ARM,2018,57.4585357681354,Europe & Central Asia,Transitioner,63.5221198916349,63.9945735956617,52.3562678817766,83.6193930670704,58.1140430592623,87.972,48.2334816082019,47.5619047619048,53.7967320876843,38.2050487278682,77.7777777777778,76.31,77.9027938965517,96.6453853046595,60.2675538240779,49.5,100.0,99.0,70.93,,21.9513252507714,34.8980960732583,87.8510235005761,52.3809523809524,40.3333333333333,,,64.6707630878478,56.0032008749248,51.5529106205247,42.96005376744,45.2700867444224,31.140010711314,66.6666666666667,66.6666666666667,100.0,76.31,100.0,55.8055877931034,96.415770609319,96.875,59.2573207975737,56.25,42.4241138663216,82.4143027973942,75.6170316590998,27.0,49.5,68.2451,2.255867958,,100.2370682,15.41859,8.01689,100.0613098,88.5765686,56.16505051,129.0,4.321
Armenia,ARM,2019,53.5944174785534,Europe & Central Asia,Advanced,65.0216011946796,67.9980020049393,51.0591883834881,85.2220914434191,60.4099384191426,94.084,52.1300526313959,47.5619047619048,47.807719253869,40.9513628159623,77.7777777777778,78.38,78.6947250344828,98.5915492957747,63.0161730239282,49.985,100.0,99.0,86.21,,26.2923876799119,41.6696817298303,88.4280884844455,52.3809523809524,40.3333333333333,,,57.7580240803563,49.2691820591243,46.3462564486136,37.8574144273817,47.1327369498229,34.7699886821017,66.6666666666667,66.6666666666667,100.0,78.38,100.0,57.3894500689655,100.0,97.1830985915493,59.5586117769567,63.125,51.6582210759997,83.7448021151226,75.6170316590998,25.8793969849246,49.985,66.5439,2.571912289,,97.22709656,,,97.32314301,93.61714935,53.30681992,116.0,4.559
Australia,AUS,2015,119.679389953613,East Asia & Pacific,Leader,85.0046675207115,76.6919214387411,92.1585408450807,87.2143876413442,84.7027962518825,98.36,57.0840893111385,72.5714285714286,80.3963521127017,100.0,100.0,77.48,99.5,84.6631629240325,86.2618286481864,78.4666666666667,99.0,99.5,96.9,,37.3776357891701,57.9381022217057,75.9365299225398,80.9523809523809,60.0,,,87.1580336993975,87.1580336993975,73.6346705260059,73.6346705260059,100.0,100.0,100.0,100.0,100.0,77.48,99.0,100.0,78.021978021978,91.3043478260869,84.8952817903933,95.3695,54.148687046372,97.6464156971188,96.9340087070481,100.0,78.4666666666667,84.5605,5.4628582,,,,,101.6654892,159.1107635,119.67939,10.0,7.284
Australia,AUS,2016,119.682777404785,East Asia & Pacific,Leader,88.3903957128117,81.6085316505794,96.1992436487869,90.3421550335943,86.0642216368881,98.8,68.9356148407343,72.5714285714286,90.4981091219673,100.0,100.0,77.79,99.5,93.7364651007829,87.4719437127768,80.4333333333333,99.0,99.5,98.0,,51.6111480011236,72.4491330374576,82.7465634836217,80.9523809523809,60.0,,,97.3082811288279,97.3082811288279,83.6879371151067,83.6879371151067,100.0,100.0,100.0,100.0,100.0,77.79,99.0,100.0,96.1685823754789,91.3043478260869,84.9930787512017,97.826,57.3934721812611,99.126158924373,96.9340087070481,100.0,80.4333333333333,86.54,5.43038559,,,,,101.180687,155.5943909,119.6827774,9.0,7.313
Australia,AUS,2017,109.993309020996,East Asia & Pacific,Leader,90.5100216589434,87.8756499183589,96.5341950686827,90.8499588477366,87.0787549083792,99.26,76.5243628911354,87.8095238095238,91.3354876717069,100.0,100.0,79.84,99.5,93.2098765432099,88.248443635474,82.4,99.3,99.5,99.0,,63.2844877858115,79.9731384459026,86.315462441692,95.2380952380952,76.6666666666667,,,98.1456830515296,98.1456830515296,84.5252922918841,84.5252922918841,100.0,100.0,100.0,100.0,100.0,79.84,99.0,100.0,96.2962962962963,90.1234567901235,85.0257010547548,97.523,60.5210084155673,100.0,96.9340087070481,100.0,82.4,86.545,5.321255684,,,,,100.6376572,153.5761261,109.993309,10.0,7.28399991989136
Australia,AUS,2018,103.322090148926,East Asia & Pacific,Leader,89.9992339015149,89.5157997377555,92.5316057185268,89.4248938826467,88.5741559229834,99.36,80.5247374396268,87.8095238095238,81.8030713300178,99.5259429662991,100.0,82.52,99.5,86.2546816479401,88.4676949037292,89.0,99.4,99.5,99.2,,72.6609301331774,81.5312203069851,87.382061878718,95.2380952380952,76.6666666666667,,,91.7543023693348,85.5700019053451,78.0361407546905,71.8518402907008,100.0,99.0518859325982,100.0,100.0,100.0,82.52,99.0,100.0,92.5093632958801,80.0,85.078877611667,97.22,63.5722856620656,98.1433025378654,96.9340087070481,100.0,89.0,90.0,5.409676075,,,,,100.3987122,136.105545,103.3220901,10.0,7.272
